,job_location,main_rating,Work/Life Balance,Culture & Values,Diversity & Inclusion,Career Opportunities,Compensation and Benefits,Senior Management,Business Outlook,CEO Approval,Recommend,cons,post_title,pros,status,Work/Life Balance_rolling_10mean,Culture & Values_rolling_10mean,Diversity & Inclusion_rolling_10mean,Career Opportunities_rolling_10mean,Compensation and Benefits_rolling_10mean,Senior Management_rolling_10mean,country,company
2021-02-18,Administrative - Accounts Payable in Sint-Stevens-Woluwe,4.0,4.0,4.0,3.0,2.0,3.0,3.0,-,-,V,Not so much learning opportunities,Great place to work,Well-paid & good team spirit,"Current Employee, more than 1 year",3.3333333333333335,3.888888888888889,4.0,4.333333333333333,3.5555555555555554,3.6666666666666665,belgian,pwc
2021-03-01,Junior Consultant in Brussels,4.0,,,,,,,O,O,O,"Not personal, work life balance is off some weeks",Salary,Good name on your CV,Current Employee,3.25,3.875,3.875,4.25,3.5,3.625,belgian,pwc
2021-03-05,Audit Associate in Brussels,4.0,3.0,3.0,4.0,4.0,3.0,4.0,O,-,O,Lot of work during busy,Learning,Company car good colleagues fun,"Current Employee, more than 1 year",3.25,3.75,3.875,4.125,3.375,3.625,belgian,pwc
2021-03-08,Junior Consultant in Brussels,2.0,3.0,1.0,1.0,3.0,4.0,1.0,X,O,X,"Poor leadership (Belgium)
Communication is weak",Review,"- Good salary, company car + iphone included","Former Employee, less than 1 year",3.0,3.375,3.5,3.875,3.5,3.125,belgian,pwc
2021-03-27,Associate in Brussels,4.0,4.0,4.0,4.0,3.0,3.0,4.0,O,O,O,Global trainings and too big firm,"Legal department, associate I.",Work life balance is good. Interesting files.,Current Employee,3.111111111111111,3.4444444444444446,3.5555555555555554,3.7777777777777777,3.4444444444444446,3.2222222222222223,belgian,pwc
2021-04-03,Management Consulting Senior Consultant in Brussels,4.0,3.0,3.0,4.0,4.0,4.0,4.0,O,O,O,High expectations and sometimes long days,Lots of opportunities and place for growth,"Good pay, young and driven culture",Current Employee,3.111111111111111,3.3333333333333335,3.5555555555555554,3.7777777777777777,3.5555555555555554,3.3333333333333335,belgian,pwc
2021-04-06,Project Manager in Brussels,4.0,3.0,5.0,5.0,4.0,3.0,4.0,V,O,V,due to audit activities limited access to FS clients for advisory activities,Advisory - management consulting (FS),dynamic company and growth opportunities,Current Employee,3.111111111111111,3.4444444444444446,3.7777777777777777,3.7777777777777777,3.5555555555555554,3.4444444444444446,belgian,pwc
2021-04-07,Salesforce Manager in Brussels,4.0,5.0,4.0,4.0,5.0,4.0,4.0,V,V,V,Takes a long time to be promoted,Positive,"Company car, group insurance, bonuses",Current Employee,3.3333333333333335,3.3333333333333335,3.6666666666666665,3.7777777777777777,3.4444444444444446,3.3333333333333335,belgian,pwc
2021-04-12,Management Consultant in Brussels,4.0,4.0,5.0,4.0,4.0,4.0,4.0,V,-,V,Long working hours but to be expected as consultant,Consultant life @ PwC,"- Motivational and ambitious work life
- Good culture and values to employees","Current Employee, more than 1 year",3.4444444444444446,3.4444444444444446,3.5555555555555554,3.6666666666666665,3.4444444444444446,3.3333333333333335,belgian,pwc
2021-04-15,Senior Auditor in Brussels,4.0,4.0,4.0,4.0,4.0,4.0,4.0,V,V,V,fight for good projects and in line with interests,Senior Auditor,young team and good vibes,Current Employee,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.5555555555555554,3.5555555555555554,belgian,pwc
2021-04-15,Senior Associate in Brussels,4.0,4.0,4.0,4.0,4.0,4.0,4.0,O,O,O,"not always work/life, not really personal",Senior Associate,"young team, good vibe, interesting projects",Current Employee,3.6666666666666665,3.6666666666666665,3.7777777777777777,3.888888888888889,3.6666666666666665,3.6666666666666665,belgian,pwc
2021-04-19,Senior Strategy Consultant in Brussels,5.0,3.0,4.0,5.0,5.0,5.0,5.0,-,-,V,"- Long working hours nevertheless
- Travels abroad sometimes necessary but never without compensation
- Strange yet not unfriendly atmosphere within the department for some people",Excellent employer,"Within the transaction services practice, for the Commercial Due Diligence team in Belgium:
- Super interesting work
- Great package
- Nice events and gifts
- Good corporate culture
- International exposure
- Really professional
- Descent working hours compared to similar companies","Former Employee, more than 1 year",3.6,3.7,3.9,4.0,3.8,3.8,belgian,pwc
2021-04-25,Senior Manager in Brussels,5.0,5.0,5.0,5.0,5.0,5.0,5.0,V,V,V,Very chemical and industry 4.0,Very positive,Great professionnals with strong experience,"Current Intern, more than 1 year",3.8,3.9,4.0,4.1,4.0,3.9,belgian,pwc
2021-04-29,Senior Manager in Brussels,4.0,4.0,3.0,4.0,4.0,4.0,3.0,O,O,O,"Lack of senior support at times, including with commercial efforts",Great opportunities but high pressure to sell,"Great teams, good benefits, ample opportunity to learn","Former Employee, more than 1 year",3.9,4.1,4.3,4.2,4.0,4.1,belgian,pwc
2021-05-08,Manager in Brussels,4.0,,,,,,,O,O,O,Work life balance could be better,Great place to work,"Exciting projects, good people with great drive",Current Employee,3.888888888888889,4.111111111111111,4.333333333333333,4.333333333333333,4.111111111111111,4.111111111111111,belgian,pwc
2021-05-08,CEO-Founder in Brussels,4.0,5.0,5.0,5.0,5.0,5.0,5.0,V,V,V,Sometimes you have boring missions,Good,"Lot of learning opportunities
Salary and car",Former Employee,4.111111111111111,4.333333333333333,4.444444444444445,4.444444444444445,4.222222222222222,4.222222222222222,belgian,pwc
2021-06-07,"Expert Comptable in Hasselt, Limbourg",4.0,4.0,4.0,5.0,5.0,5.0,4.0,V,-,V,Work/private life balance not adequate,Nice place to learn,"Attractive salary package with car
Lot of possibilities to learn and grow",Current Employee,4.222222222222222,4.222222222222222,4.444444444444445,4.555555555555555,4.444444444444445,4.222222222222222,belgian,pwc
2021-06-10,Senior Consultant in Brussels,4.0,2.0,5.0,5.0,5.0,3.0,4.0,V,V,V,Sometimes boring projects can come along,Good company,Very good growth and learning opportunities,Current Employee,3.888888888888889,4.333333333333333,4.555555555555555,4.555555555555555,4.333333333333333,4.222222222222222,belgian,pwc
2021-06-20,PwC Tax Associate in Brussels,4.0,,,,,,,O,O,O,"low remuneration, time pressure, strict deadlines",PWC,"young people, trainings, car, promotion possibilities",Former Employee,3.875,4.25,4.625,4.625,4.375,4.25,belgian,pwc
2021-06-24,IT Audit Consultant in Antwerp,4.0,2.0,5.0,5.0,4.0,3.0,3.0,V,V,V,"low salary, busy seasons and workload",Pwc life,"warm environment, lovely collegues, great learning experience",Former Employee,3.625,4.375,4.75,4.625,4.25,4.125,belgian,pwc
2021-06-26,Anonymous Employee in Brussels,4.0,3.0,4.0,4.0,4.0,4.0,4.0,-,-,V,Long hours / visibility is a must,Manager,Growth / network / experience,"Current Employee, more than 8 years",3.5,4.375,4.75,4.625,4.25,4.125,belgian,pwc
2021-07-13,Associate Accounting in Brussels,4.0,2.0,3.0,4.0,5.0,4.0,4.0,O,O,O,"Intense pressure, rotation in staff",As expected,"Dynamic, Fast paced, High-end brand,",Former Employee,3.375,4.25,4.625,4.625,4.125,4.0,belgian,pwc
2021-07-19,Senior Associate in Brussels,4.0,4.0,4.0,2.0,5.0,3.0,2.0,V,-,V,"- A lot of turnover
- Fun element depends on the people you work with",Good employer,"- Good employer
- Lots of responsibility",Current Employee,3.25,4.125,4.25,4.625,3.875,3.625,belgian,pwc
2021-07-27,Junior Auditor in Brussels,4.0,,,,,,,O,O,O,not a huge salary but all right,Nice,Company car and meal vouchers,Current Employee,3.142857142857143,4.285714285714286,4.285714285714286,4.714285714285714,3.857142857142857,3.7142857142857144,belgian,pwc
2021-08-01,Audit Associate in Brussels,4.0,4.0,3.0,4.0,4.0,4.0,4.0,V,V,V,"Busy season= loads of work, stressfull, managers can be too pushy, boring work from time to time",Good starters position,"Good wage, nice car, trainings abroad, steep learning curve, a lot of young/amibitious collegues, a lot of holidays","Current Employee, more than 1 year",3.25,4.125,4.25,4.625,3.875,3.75,belgian,pwc
2021-08-05,Senior Manager in Brussels,3.0,,,,,,,O,O,O,Remuneration/bonus is on the low end,Financial Due Diligence,FDD leader in BE and europe,Current Employee,3.0,4.0,4.142857142857143,4.571428571428571,3.7142857142857144,3.5714285714285716,belgian,pwc
2021-08-09,Summer Intership in Brussels,4.0,,,,,,,O,O,O,"Some partners are rude (like everywhere I guess), sometimes a lot of pressure to close the deadline",Pretty what you expect,"Great food, great reward plan, databasis and interesting cases at hand, flexible schedule of work","Former Intern, less than 1 year",2.8333333333333335,4.0,4.0,4.5,3.5,3.5,belgian,pwc
2021-08-17,Audit Senior Associate in Ghent,4.0,,,,,,,O,O,O,Workload can be high sometimes during the busy part of the year (which is mostly January-March),Short review,"Learning curve is high 
Network possibility
Young environment of collegues
First nice step to future possibilities","Current Employee, more than 3 years",3.0,3.8,3.8,4.4,3.6,3.4,belgian,pwc
2021-08-23,Risk Management Senior Associate in Brussels,4.0,3.0,5.0,5.0,3.0,3.0,4.0,O,O,O,Communication from management could be improved,Good Experience,"Learning on the job, dynamic environment, good management","Current Employee, more than 1 year",3.0,4.0,4.0,4.166666666666667,3.5,3.5,belgian,pwc
2021-08-25,Intern in Brussels,5.0,3.0,5.0,5.0,5.0,3.0,5.0,O,V,V,commute not near public transportation,great,"great colleagues
excellent team to work with","Former Intern, less than 1 year",3.1666666666666665,4.0,4.0,4.333333333333333,3.5,3.8333333333333335,belgian,pwc
2021-08-29,Senior Consultant in Brussels,4.0,2.0,3.0,5.0,5.0,3.0,3.0,V,-,V,Work from home is not nice for the team spirit,SC pwc,Great learning opportunity and you work with young motivated colleagues,Current Employee,3.0,3.8333333333333335,4.166666666666667,4.5,3.3333333333333335,3.6666666666666665,belgian,pwc
2021-09-02,Consultant in Brussels,5.0,3.0,3.0,3.0,3.0,3.0,3.0,O,O,O,some projects less interesting than others,Good job,"Company car
fuel card (europe)
salary ok",Current Employee,3.1666666666666665,3.8333333333333335,4.0,4.166666666666667,3.1666666666666665,3.5,belgian,pwc
2021-09-05,PwC Senior Associate in Brussels,4.0,1.0,3.0,4.0,2.0,3.0,3.0,V,-,V,"salary, we care, rotation of FTE's, work life balance",Good learning opportunity,"Learning opportunity, salary, responsibilities, visibility","Current Employee, more than 3 years",2.6666666666666665,3.6666666666666665,4.333333333333333,3.6666666666666665,3.1666666666666665,3.6666666666666665,belgian,pwc
2021-09-07,Senior Associate in Brussels,4.0,1.0,3.0,4.0,4.0,2.0,4.0,V,-,V,"- It's a very demanding and pressuring work environment
- A lot of employee turnover",Demanding but rewarding Deals departement,"- Loads of flexibility in terms of working hours
- Immense steep learning curve
- Young and dynamic environment
- Lots of opportunities and responsibilities if you want",Current Employee,2.4285714285714284,3.5714285714285716,4.285714285714286,3.7142857142857144,3.0,3.7142857142857144,belgian,pwc
2021-09-15,Junior Auditor in Ghent,3.0,2.0,2.0,3.0,4.0,3.0,3.0,-,-,V,Business culture is very dependable on the personel,Good starting job,"A lot of young people, you make your own chances","Current Employee, more than 1 year",2.142857142857143,3.4285714285714284,4.142857142857143,3.7142857142857144,2.857142857142857,3.5714285714285716,belgian,pwc
2021-10-19,Intern in Brussels,4.0,2.0,4.0,5.0,4.0,4.0,4.0,V,V,V,It was hard to have a private life,Good,Great environment with a lot of interesting people,"Former Intern, more than 1 year",2.125,3.5,4.25,3.75,3.0,3.625,belgian,pwc
2021-11-05,Senior Consultant in Brussels,4.0,2.0,3.0,4.0,5.0,3.0,3.0,V,-,V,The workload can be a lot but you learn how to do time management,Challenging but rewarding,It’s a very nice atmosphere where you learn a lot and get the chances to grow. You’re never bored and see so many different projects,"Former Employee, more than 3 years",2.111111111111111,3.4444444444444446,4.222222222222222,3.888888888888889,3.0,3.5555555555555554,belgian,pwc
2021-11-28,Consultant in Ghent,4.0,2.0,3.0,4.0,5.0,4.0,3.0,V,-,V,Flexibility is not always possible,Pwc,Team spirit and good salary. A lot of possibilities to develop you career,Former Employee,2.1,3.4,4.2,4.0,3.1,3.5,belgian,pwc
2021-11-29,M&A Tax Associate in Brussels,4.0,4.0,4.0,4.0,4.0,3.0,4.0,O,O,O,Lack of work due to limited time,Tax intern,"network, trainings, challenges, getting to know all the areas","Former Intern, less than 1 year",2.2,3.3,4.1,4.1,3.1,3.5,belgian,pwc
2021-12-08,Internal Auditor in Brussels,3.0,2.0,3.0,2.0,3.0,3.0,3.0,O,O,O,Long hours and always running after deadlines,Long hours,Cool people and nice office,"Current Employee, more than 8 years",2.1,3.1,3.8,3.9,3.1,3.3,belgian,pwc
2021-12-17,Consultant in Brussels,3.0,,,,,,,O,O,O,salary compensation and benefits not so good,okay,learning curve is really intense,Current Employee,2.111111111111111,3.111111111111111,3.6666666666666665,3.7777777777777777,3.111111111111111,3.3333333333333335,belgian,pwc
2022-01-18,Junior Auditor in Brussels,4.0,,,,,,,O,O,O,"Hours, conflictual management, less and less advantages",Junior auditor,"Responsibilities, working with important clients",Current Employee,2.0,3.125,3.75,3.875,3.125,3.375,belgian,pwc
2022-01-20,Consultante in Brussels,4.0,3.0,5.0,5.0,5.0,5.0,5.0,V,-,V,"Busy and low season, it can get quite intense at moments.",Interesting job,Interesting job with lots of learning opportunities. Definitely worth it.,Current Employee,2.25,3.375,3.875,4.25,3.375,3.625,belgian,pwc
2022-01-24,Data Analyst in Brussels,5.0,,,,,,,O,O,O,nothing comes to mind as a disadvantage,very good,very good relationship with staff,Current Employee,2.4285714285714284,3.4285714285714284,3.857142857142857,4.285714285714286,3.5714285714285716,3.5714285714285716,belgian,pwc
2022-01-27,Business Transformation Consultant in Brussels,4.0,4.0,5.0,5.0,4.0,3.0,3.0,O,O,O,Low pay for consulting firm of this size and revenue.,PwC review,"Remote working, Great teammates, Strong benefits","Former Intern, more than 1 year",2.7142857142857144,3.857142857142857,4.142857142857143,4.285714285714286,3.5714285714285716,3.5714285714285716,belgian,pwc
